@id,Language Dependency
32994,Not Dependent
32995,Not Dependent
32996,Not Dependent
32998,Not Dependent
32999,Not Dependent
33000,Not Dependent
33001,Not Dependent
33002,Not Dependent
33003,Moderately
33004,Not Dependent
33006,Not Dependent
33007,Not Dependent
33008,Not Dependent
33009,Not Dependent
33010,Not Dependent
33011,Not Dependent
33012,Not Dependent
33013,Moderately
33014,Not Dependent
33015,Not Dependent
33017,Not Dependent
33018,Not Dependent
33020,Not Dependent
33021,Not Dependent
33022,Not Dependent
33023,Not Dependent
33024,Not Dependent
33025,Not Dependent
33026,Not Dependent
33027,Moderately
33028,Not Dependent
33029,Not Dependent
33030,Moderately
33031,Not Dependent
33033,Not Dependent
33034,Not Dependent
33036,Not Dependent
33037,Not Dependent
33038,Not Dependent
33039,Not Dependent
33040,Moderately
33041,Not Dependent
33042,Extensively
33043,Not Dependent
33044,Not Dependent
33045,Not Dependent
33046,Not Dependent
33047,Not Dependent
33048,Not Dependent
33049,Somewhat
33050,Not Dependent
33051,Not Dependent
33052,Not Dependent
33054,Not Dependent
33055,Not Dependent
33056,Not Dependent
33057,Not Dependent
33058,Not Dependent
33060,Somewhat
33061,Not Dependent
33062,Not Dependent
33063,Not Dependent
33064,Not Dependent
33065,Not Dependent
33066,Not Dependent
33067,Not Dependent
33068,Not Dependent
33069,Not Dependent
33070,Not Dependent
33071,Not Dependent
33073,Not Dependent
33074,Not Dependent
33075,Not Dependent
33076,Not Dependent
33077,Not Dependent
33079,Not Dependent
33081,Not Dependent
33082,Not Dependent
33083,Not Dependent
33084,Not Dependent
33085,Not Dependent
33086,Moderately
33087,Not Dependent
33088,Not Dependent
33089,Not Dependent
33090,Not Dependent
33092,Not Dependent
33093,Not Dependent
33094,Not Dependent
33096,Not Dependent
33097,Not Dependent
33098,Not Dependent
33099,Not Dependent
33100,Not Dependent
33101,Not Dependent
33102,Not Dependent
33103,Not Dependent
33104,Not Dependent
33106,Not Dependent
33107,Somewhat
33109,Not Dependent
33110,Not Dependent
33111,Not Dependent
33112,Not Dependent
33113,Not Dependent
33114,Not Dependent
33115,Not Dependent
33117,Not Dependent
33118,Not Dependent
33119,Moderately
33120,Moderately
33121,Not Dependent
33122,Not Dependent
33123,Not Dependent
33124,Not Dependent
33125,Extensively
33126,Not Dependent
33127,Not Dependent
33128,Not Dependent
33129,Not Dependent
33130,Not Dependent
33132,Not Dependent
33133,Not Dependent
33134,Not Dependent
33135,Not Dependent
33137,Not Dependent
33138,Not Dependent
33140,Somewhat
33141,Not Dependent
33142,Not Dependent
33143,Extensively
33144,Not Dependent
33145,Not Dependent
33146,Not Dependent
33147,Not Dependent
33148,Somewhat
33149,Moderately
33150,Fully
33151,Not Dependent
33152,Extensively
33153,Not Dependent
33154,Somewhat
33155,Not Dependent
33156,Not Dependent
33157,Moderately
33159,Somewhat
33160,Not Dependent
33161,Not Dependent
33162,Not Dependent
33163,Not Dependent
33164,Not Dependent
33165,Not Dependent
33166,Not Dependent
33167,Not Dependent
33168,Not Dependent
33169,Not Dependent
33170,Not Dependent
33171,Not Dependent
33172,Not Dependent
33173,Not Dependent
33174,Not Dependent
33176,Not Dependent
33177,Not Dependent
33178,Not Dependent
33179,Not Dependent
33180,Not Dependent
33181,Not Dependent
33182,Not Dependent
33183,Not Dependent
33184,Not Dependent
33186,Extensively
33187,Not Dependent
33189,Not Dependent
33190,Not Dependent
33191,Not Dependent
33192,Not Dependent
33193,Not Dependent
33194,Not Dependent
33195,Not Dependent
33196,Not Dependent
33197,Not Dependent
33198,Not Dependent
33199,Not Dependent
33200,Not Dependent
33207,Not Dependent
33208,Extensively
33210,Not Dependent
33212,Not Dependent
33213,Moderately
33214,Not Dependent
33215,Not Dependent
33216,Not Dependent
33217,Not Dependent
33219,Not Dependent
33220,Moderately
33221,Not Dependent
33222,Somewhat
33223,Not Dependent
33224,Not Dependent
33225,Not Dependent
33226,Not Dependent
33227,Not Dependent
33228,Not Dependent
33229,Not Dependent
33230,Not Dependent
33231,Not Dependent
33232,Not Dependent
33233,Not Dependent
33234,Not Dependent
33235,Not Dependent
33236,Not Dependent
33237,Not Dependent
33238,Not Dependent
33239,Not Dependent
33240,Not Dependent
33241,Not Dependent
33244,Not Dependent
33245,Not Dependent
33246,Somewhat
33247,Not Dependent
33248,Not Dependent
33249,Not Dependent
33251,Not Dependent
33252,Not Dependent
33253,Not Dependent
33254,Not Dependent
33256,Not Dependent
33257,Not Dependent
33258,Not Dependent
33259,Moderately
33260,Not Dependent
33262,Moderately
33263,Not Dependent
33264,Not Dependent
33265,Not Dependent
33266,Not Dependent
33267,Not Dependent
33268,Not Dependent
33269,Not Dependent
33270,Not Dependent
33271,Moderately
33272,Not Dependent
33273,Not Dependent
33274,Not Dependent
33275,Not Dependent
33276,Not Dependent
33277,Not Dependent
33278,Somewhat
33279,Not Dependent
33280,Not Dependent
33281,Not Dependent
33282,Not Dependent
33283,Not Dependent
33284,Not Dependent
33285,Not Dependent
33286,Not Dependent
33288,Somewhat
33289,Not Dependent
33290,Not Dependent
33292,Not Dependent
33293,Not Dependent
33294,Not Dependent
33295,Not Dependent
33296,Not Dependent
33297,Not Dependent
33298,Not Dependent
33299,Not Dependent
33300,Not Dependent
33301,Not Dependent
33302,Not Dependent
33303,Not Dependent
33304,Not Dependent
33305,Not Dependent
33306,Not Dependent
33307,Not Dependent
33308,Not Dependent
33309,Not Dependent
33310,Not Dependent
33311,Not Dependent
33312,Not Dependent
33313,Not Dependent
33314,Not Dependent
33315,Not Dependent
33316,Not Dependent
33317,Not Dependent
33318,Not Dependent
33319,Not Dependent
33320,Not Dependent
33321,Not Dependent
33322,Not Dependent
33323,Not Dependent
33324,Not Dependent
33325,Not Dependent
33326,Not Dependent
33327,Not Dependent
33328,Not Dependent
33329,Not Dependent
33330,Not Dependent
33331,Not Dependent
33332,Not Dependent
33333,Not Dependent
33334,Not Dependent
33335,Not Dependent
33336,Not Dependent
33337,Not Dependent
33338,Not Dependent
33339,Not Dependent
33340,Not Dependent
33341,Not Dependent
33342,Not Dependent
33343,Not Dependent
33344,Not Dependent
33345,Not Dependent
33346,Not Dependent
33347,Not Dependent
33348,Not Dependent
33349,Not Dependent
33350,Not Dependent
33351,Not Dependent
33352,Not Dependent
33353,Not Dependent
33354,Not Dependent
33355,Not Dependent
33356,Not Dependent
33357,Not Dependent
33358,Not Dependent
33359,Somewhat
33360,Not Dependent
33361,Not Dependent
33362,Not Dependent
33363,Not Dependent
33364,Not Dependent
33365,Not Dependent
33366,Not Dependent
33368,Moderately
33369,Moderately
33370,Somewhat
33371,Moderately
33372,Somewhat
33373,Not Dependent
33375,Not Dependent
33376,Not Dependent
33377,Not Dependent
33378,Not Dependent
33379,Not Dependent
33380,Somewhat
33381,Not Dependent
33382,Not Dependent
33383,Not Dependent
33384,Not Dependent
33386,Not Dependent
33387,Moderately
33388,Not Dependent
33389,Moderately
33390,Not Dependent
33391,Not Dependent
33392,Not Dependent
33393,Not Dependent
33394,Not Dependent
33395,Not Dependent
33396,Not Dependent
33397,Not Dependent
33398,Not Dependent
33399,Not Dependent
33400,Not Dependent
33402,Not Dependent
33403,Not Dependent
33404,Not Dependent
33405,Not Dependent
33406,Not Dependent
33407,Not Dependent
33408,Not Dependent
33409,Not Dependent
33410,Not Dependent
33411,Not Dependent
33414,Not Dependent
33415,Not Dependent
33416,Not Dependent
33417,Not Dependent
33418,Not Dependent
33419,Not Dependent
33420,Not Dependent
33421,Moderately
33422,Not Dependent
33423,Not Dependent
33424,Not Dependent
33425,Not Dependent
33426,Not Dependent
33427,Somewhat
33428,Not Dependent
33429,Not Dependent
33430,Somewhat
33431,Not Dependent
33432,Not Dependent
33433,Not Dependent
33434,Not Dependent
33435,Not Dependent
33436,Not Dependent
33437,Not Dependent
33438,Not Dependent
33439,Not Dependent
33440,Not Dependent
33441,Not Dependent
33442,Not Dependent
33443,Not Dependent
33444,Not Dependent
33445,Not Dependent
33446,Not Dependent
33447,Not Dependent
33448,Not Dependent
33449,Not Dependent
33450,Not Dependent
33451,Moderately
33452,Not Dependent
33453,Not Dependent
33454,Not Dependent
33455,Not Dependent
33456,Not Dependent
33457,Not Dependent
33459,Not Dependent
33460,Not Dependent
33461,Not Dependent
33462,Not Dependent
33464,Not Dependent
33465,Not Dependent
33466,Not Dependent
33467,Not Dependent
33468,Somewhat
33469,Not Dependent
33470,Not Dependent
33471,Not Dependent
33472,Not Dependent
33474,Not Dependent
33475,Not Dependent
33477,Not Dependent
33479,Not Dependent
33482,Not Dependent
33484,Moderately
33485,Somewhat
33486,Not Dependent
33487,Not Dependent
33488,Not Dependent
33489,Not Dependent
33492,Not Dependent
33494,Not Dependent
33495,Somewhat
33496,Not Dependent
33497,Not Dependent
33498,Not Dependent
33499,Not Dependent
33500,Not Dependent
33501,Not Dependent
33502,Not Dependent
33503,Not Dependent
33504,Not Dependent
33505,Not Dependent
33507,Not Dependent
33509,Not Dependent
33510,Not Dependent
33513,Not Dependent
33516,Not Dependent
33517,Fully
33518,Not Dependent
33519,Not Dependent
33520,Not Dependent
33521,Somewhat
33524,Not Dependent
33525,Not Dependent
33527,Not Dependent
33528,Not Dependent
33529,Not Dependent
33530,Not Dependent
33532,Not Dependent
33533,Not Dependent
33534,Not Dependent
33535,Not Dependent
33536,Not Dependent
33537,Not Dependent
33539,Not Dependent
33541,Not Dependent
33545,Somewhat
33547,Not Dependent
33548,Not Dependent
33549,Not Dependent
33550,Not Dependent
33551,Not Dependent
33552,Not Dependent
33553,Not Dependent
33554,Not Dependent
33555,Not Dependent
33556,Not Dependent
33558,Not Dependent
33560,Not Dependent
33561,Not Dependent
33562,Not Dependent
33563,Not Dependent
33564,Not Dependent
33565,Somewhat
33566,Not Dependent
33567,Not Dependent
33568,Not Dependent
33569,Somewhat
33570,Not Dependent
33571,Not Dependent
33572,Not Dependent
33573,Not Dependent
33574,Not Dependent
33575,Not Dependent
33576,Moderately
33577,Not Dependent
33578,Not Dependent
33581,Extensively
33582,Not Dependent
33583,Not Dependent
33591,Not Dependent
33592,Not Dependent
33593,Not Dependent
33594,Not Dependent
33595,Not Dependent
33596,Not Dependent
33597,Not Dependent
33598,Not Dependent
33599,Not Dependent
33600,Somewhat
33601,Not Dependent
33602,Not Dependent
33604,Extensively
33605,Somewhat
33606,Not Dependent
33607,Not Dependent
33608,Not Dependent
33609,Not Dependent
33610,Not Dependent
33612,Not Dependent
33613,Not Dependent
33614,Somewhat
33615,Not Dependent
33616,Not Dependent
33617,Not Dependent
33618,Not Dependent
33620,Moderately
33621,Not Dependent
33622,Not Dependent
33623,Not Dependent
33624,Fully
33625,Fully
33626,Not Dependent
33627,Not Dependent
33628,Not Dependent
33630,Not Dependent
33632,Not Dependent
33633,Not Dependent
33634,Not Dependent
33635,Not Dependent
33636,Not Dependent
33637,Not Dependent
33638,Not Dependent
33639,Extensively
33640,Moderately
33641,Moderately
33642,Not Dependent
33643,Fully
33644,Not Dependent
33645,Not Dependent
33646,Not Dependent
33647,Not Dependent
33648,Not Dependent
33649,Not Dependent
33650,Not Dependent
33651,Not Dependent
33652,Somewhat
33653,Not Dependent
33654,Not Dependent
33655,Not Dependent
33657,Not Dependent
33658,Not Dependent
33659,Not Dependent
33660,Not Dependent
33661,Not Dependent
33662,Not Dependent
33663,Somewhat
33664,Not Dependent
33665,Somewhat
33666,Not Dependent
33667,Not Dependent
33668,Not Dependent
33669,Not Dependent
33670,Not Dependent
33672,Not Dependent
33673,Somewhat
33674,Somewhat
33675,Not Dependent
33676,Not Dependent
33678,Extensively
33680,Not Dependent
33681,Not Dependent
33682,Not Dependent
33683,Not Dependent
33684,Not Dependent
33685,Not Dependent
33686,Not Dependent
33687,Not Dependent
33688,Not Dependent
33689,Not Dependent
33690,Not Dependent
33692,Not Dependent
33693,Not Dependent
33695,Not Dependent
33696,Not Dependent
33697,Not Dependent
33698,Not Dependent
33699,Not Dependent
33700,Not Dependent
33701,Not Dependent
33702,Not Dependent
33703,Not Dependent
33704,Not Dependent
33705,Not Dependent
33706,Extensively
33707,Not Dependent
33709,Somewhat
33710,Not Dependent
33713,Not Dependent
33714,Not Dependent
33715,Not Dependent
33716,Not Dependent
33717,Not Dependent
33718,Not Dependent
33719,Not Dependent
33720,Not Dependent
33721,Not Dependent
33722,Not Dependent
33723,Extensively
33724,Extensively
33725,Not Dependent
33726,Not Dependent
33727,Not Dependent
33728,Not Dependent
33729,Not Dependent
33730,Not Dependent
33731,Not Dependent
33732,Not Dependent
33733,Not Dependent
33735,Somewhat
33736,Not Dependent
33737,Not Dependent
33738,Not Dependent
33739,Not Dependent
33740,Not Dependent
33741,Not Dependent
33742,Not Dependent
33743,Not Dependent
33744,Not Dependent
33745,Not Dependent
33746,Not Dependent
33748,Not Dependent
33749,Not Dependent
33750,Not Dependent
33751,Not Dependent
33752,Not Dependent
33753,Not Dependent
33754,Not Dependent
33755,Extensively
33757,Not Dependent
33758,Not Dependent
33759,Moderately
33761,Not Dependent
33762,Not Dependent
33763,Not Dependent
33764,Not Dependent
33765,Not Dependent
33766,Not Dependent
33767,Not Dependent
33768,Not Dependent
33769,Not Dependent
33770,Not Dependent
33771,Not Dependent
33772,Not Dependent
33773,Not Dependent
33774,Not Dependent
33775,Not Dependent
33776,Not Dependent
33777,Moderately
33778,Moderately
33779,Not Dependent
33780,Not Dependent
33781,Fully
33782,Not Dependent
33783,Not Dependent
33784,Not Dependent
33785,Somewhat
33786,Not Dependent
33787,Not Dependent
33788,Not Dependent
33789,Not Dependent
33790,Not Dependent
33792,Not Dependent
33793,Not Dependent
33794,Moderately
33795,Not Dependent
33796,Not Dependent
33797,Not Dependent
33799,Not Dependent
33800,Not Dependent
33801,Not Dependent
33803,Not Dependent
33804,Not Dependent
33805,Not Dependent
33806,Not Dependent
33807,Not Dependent
33808,Not Dependent
33810,Not Dependent
33811,Not Dependent
33812,Not Dependent
33813,Not Dependent
33816,Moderately
33817,Not Dependent
33818,Not Dependent
33819,Not Dependent
33820,Not Dependent
33821,Not Dependent
33822,Not Dependent
33823,Fully
33826,Not Dependent
33827,Not Dependent
33828,Not Dependent
33829,Not Dependent
33830,Not Dependent
33831,Not Dependent
33832,Not Dependent
33834,Not Dependent
33835,Not Dependent
33836,Not Dependent
33838,Not Dependent
33839,Not Dependent
33840,Not Dependent
33841,Not Dependent
33842,Not Dependent
33843,Moderately
33844,Not Dependent
33845,Not Dependent
33846,Not Dependent
33847,Not Dependent
33848,Moderately
33849,Moderately
33850,Moderately
33851,Not Dependent
33852,Not Dependent
33853,Not Dependent
33854,Not Dependent
33855,Not Dependent
33857,Moderately
33859,Not Dependent
33860,Not Dependent
33861,Not Dependent
33862,Not Dependent
33863,Not Dependent
33865,Not Dependent
33866,Not Dependent
33868,Not Dependent
33869,Not Dependent
33870,Extensively
33871,Extensively
33872,Not Dependent
33873,Not Dependent
33874,Not Dependent
33875,Extensively
33876,Extensively
33878,Not Dependent
33879,Not Dependent
33880,Somewhat
33881,Not Dependent
33882,Not Dependent
33883,Not Dependent
33884,Somewhat
33885,Not Dependent
33886,Not Dependent
33887,Not Dependent
33888,Not Dependent
33889,Not Dependent
33890,Not Dependent
33891,Not Dependent
33892,Not Dependent
33894,Not Dependent
33895,Not Dependent
33896,Not Dependent
33897,Not Dependent
33898,Not Dependent
33900,Moderately
33901,Moderately
33902,Not Dependent
33903,Fully
33904,Not Dependent
33905,Not Dependent
33906,Moderately
33907,Not Dependent
33911,Somewhat
33913,Not Dependent
33914,Not Dependent
33915,Not Dependent
33916,Not Dependent
33919,Not Dependent
33920,Not Dependent
33922,Not Dependent
33923,Not Dependent
33924,Somewhat
33925,Not Dependent
33926,Not Dependent
33927,Not Dependent
33928,Not Dependent
33929,Not Dependent
33930,Not Dependent
33931,Not Dependent
33932,Moderately
33933,Not Dependent
33934,Moderately
33935,Not Dependent
33936,Not Dependent
33937,Not Dependent
33938,Not Dependent
33939,Not Dependent
33940,Not Dependent
33941,Moderately
33942,Not Dependent
33944,Not Dependent
33947,Fully
33948,Not Dependent
33949,Not Dependent
33950,Moderately
33952,Not Dependent
33953,Not Dependent
33957,Not Dependent
33958,Not Dependent
33959,Moderately
33960,Not Dependent
33961,Not Dependent
33962,Somewhat
33964,Not Dependent
33965,Not Dependent
33966,Not Dependent
33967,Not Dependent
33968,Not Dependent
33969,Moderately
33970,Not Dependent
33971,Not Dependent
33974,Not Dependent
33975,Not Dependent
33976,Not Dependent
33977,Somewhat
33978,Not Dependent
33979,Not Dependent
33980,Not Dependent
33984,Not Dependent
33986,Not Dependent
33987,Not Dependent
33992,Not Dependent
33993,Not Dependent
33994,Moderately
33995,Not Dependent
33996,Not Dependent
33997,Not Dependent
33998,Not Dependent
33999,Not Dependent
34000,Not Dependent
34001,Not Dependent
34002,Not Dependent
34003,Not Dependent
34004,Not Dependent
34007,Not Dependent
34008,Not Dependent
34009,Not Dependent
34010,Somewhat
34011,Not Dependent
34014,Not Dependent
34015,Not Dependent
34016,Not Dependent
34017,Not Dependent
34018,Not Dependent
34019,Not Dependent
34020,Not Dependent
34021,Not Dependent
34022,Not Dependent
34023,Not Dependent
34024,Extensively
34025,Not Dependent
34026,Not Dependent
34027,Not Dependent
34028,Not Dependent
34029,Moderately
34030,Not Dependent
34031,Not Dependent
34033,Not Dependent
34034,Not Dependent
34035,Not Dependent
34036,Somewhat
34037,Not Dependent
34038,Not Dependent
34039,Not Dependent
34040,Not Dependent
34041,Not Dependent
34042,Not Dependent
34044,Not Dependent
34045,Not Dependent
34047,Not Dependent
34048,Not Dependent
34049,Not Dependent
34050,Not Dependent
34052,Not Dependent
34053,Not Dependent
34054,Not Dependent
34056,Not Dependent
34057,Not Dependent
34058,Not Dependent
34059,Not Dependent
34061,Not Dependent
34063,Not Dependent
34065,Not Dependent
34066,Not Dependent
34068,Not Dependent
34069,Not Dependent
34070,Not Dependent
34071,Not Dependent
34072,Not Dependent
34073,Not Dependent
34074,Not Dependent
34075,Not Dependent
34076,Not Dependent
34077,Not Dependent
34078,Not Dependent
34081,Not Dependent
34084,Somewhat
34086,Not Dependent
34087,Not Dependent
34088,Not Dependent
34090,Somewhat
34091,Extensively
34092,Moderately
34093,Not Dependent
34094,Not Dependent
34095,Not Dependent
34096,Not Dependent
34097,Not Dependent
34098,Moderately
34099,Not Dependent
34100,Not Dependent
34102,Not Dependent
34104,Not Dependent
34105,Not Dependent
34107,Not Dependent
34108,Not Dependent
34109,Extensively
34111,Not Dependent
34112,Not Dependent
34113,Not Dependent
34114,Not Dependent
34115,Not Dependent
34116,Not Dependent
34117,Not Dependent
34118,Not Dependent
34119,Extensively
34120,Not Dependent
34121,Not Dependent
34122,Not Dependent
34123,Not Dependent
34125,Not Dependent
34126,Not Dependent
34127,Not Dependent
34128,Not Dependent
34129,Moderately
34130,Somewhat
34131,Not Dependent
34134,Not Dependent
34135,Not Dependent
34136,Not Dependent
34137,Not Dependent
34138,Not Dependent
34139,Extensively
34140,Not Dependent
34141,Not Dependent
34142,Not Dependent
34144,Not Dependent
34145,Not Dependent
34146,Not Dependent
34147,Not Dependent
34148,Not Dependent
34149,Not Dependent
34150,Not Dependent
34151,Not Dependent
34152,Somewhat
34153,Not Dependent
34154,Not Dependent
34155,Not Dependent
34157,Not Dependent
34158,Not Dependent
34160,Not Dependent
34161,Not Dependent
34163,Not Dependent
34164,Not Dependent
34165,Somewhat
34166,Not Dependent
34168,Not Dependent
34169,Somewhat
34172,Extensively
34173,Extensively
34174,Not Dependent
34175,Not Dependent
34176,Not Dependent
34177,Not Dependent
34178,Not Dependent
34179,Not Dependent
34180,Not Dependent
34181,Not Dependent
34182,Not Dependent
34183,Not Dependent
34184,Not Dependent
34185,Not Dependent
34186,Not Dependent
34187,Not Dependent
34188,Not Dependent
34189,Fully
34190,Not Dependent
34191,Not Dependent
34192,Not Dependent
34194,Not Dependent
34195,Moderately
34197,Not Dependent
34198,Not Dependent
34199,Not Dependent
34201,Not Dependent
34202,Not Dependent
34203,Not Dependent
34204,Not Dependent
34205,Not Dependent
34206,Somewhat
34207,Extensively
34208,Not Dependent
34209,Moderately
34210,Not Dependent
34211,Moderately
34212,Not Dependent
34213,Not Dependent
34214,Not Dependent
34215,Not Dependent
34216,Not Dependent
34217,Not Dependent
34218,Somewhat
34219,Not Dependent
34220,Not Dependent
34221,Not Dependent
34222,Not Dependent
34223,Not Dependent
34224,Not Dependent
34225,Not Dependent
34227,Not Dependent
34229,Not Dependent
34230,Not Dependent
34231,Not Dependent
34232,Not Dependent
34233,Not Dependent
34234,Not Dependent
34235,Not Dependent
34236,Not Dependent
34237,Not Dependent
34238,Not Dependent
34239,Not Dependent
34240,Not Dependent
34241,Not Dependent
34242,Not Dependent
34243,Not Dependent
34244,Not Dependent
34245,Moderately
34255,Somewhat
34256,Not Dependent
34257,Not Dependent
34258,Not Dependent
34259,Not Dependent
34260,Not Dependent
34261,Not Dependent
34262,Not Dependent
34263,Not Dependent
34264,Not Dependent
34265,Not Dependent
34266,Not Dependent
34267,Not Dependent
34268,Not Dependent
34269,Not Dependent
34270,Not Dependent
34271,Moderately
34273,Not Dependent
34274,Not Dependent
34275,Extensively
34276,Not Dependent
34277,Not Dependent
34278,Not Dependent
34281,Moderately
34282,Not Dependent
34283,Not Dependent
34284,Extensively
34285,Not Dependent
34286,Not Dependent
34287,Not Dependent
34288,Not Dependent
34289,Not Dependent
34290,Not Dependent
34291,Not Dependent
34292,Not Dependent
34293,Not Dependent
34294,Not Dependent
34296,Not Dependent
34297,Not Dependent
34298,Not Dependent
34299,Not Dependent
34300,Not Dependent
34301,Not Dependent
34303,Moderately
34304,Not Dependent
34305,Extensively
34306,Not Dependent
34307,Not Dependent
34308,Not Dependent
34309,Not Dependent
34310,Not Dependent
34311,Somewhat
34312,Not Dependent
34313,Not Dependent
34314,Not Dependent
34315,Not Dependent
34316,Not Dependent
34317,Not Dependent
34318,Not Dependent
34319,Not Dependent
34320,Not Dependent
34321,Not Dependent
34322,Not Dependent
34326,Not Dependent
34327,Not Dependent
34328,Moderately
34329,Not Dependent
34330,Not Dependent
34331,Not Dependent
34332,Not Dependent
34333,Not Dependent
34334,Moderately
34335,Not Dependent
34336,Not Dependent
34337,Not Dependent
34338,Not Dependent
34339,Extensively
34341,Not Dependent
34342,Extensively
34344,Not Dependent
34345,Not Dependent
34346,Not Dependent
34347,Not Dependent
34348,Not Dependent
34349,Moderately
34350,Not Dependent
34352,Not Dependent
34353,Not Dependent
34354,Not Dependent
34355,Not Dependent
34356,Not Dependent
34357,Not Dependent
34358,Moderately
34359,Fully
34360,Not Dependent
34361,Not Dependent
34362,Not Dependent
34363,Not Dependent
34364,Not Dependent
34365,Not Dependent
34367,Not Dependent
34368,Fully
34369,Not Dependent
34371,Not Dependent
34372,Not Dependent
34373,Not Dependent
34374,Not Dependent
34375,Not Dependent
34376,Not Dependent
34377,Not Dependent
34378,Not Dependent
34379,Not Dependent
34380,Not Dependent
34381,Not Dependent
34382,Not Dependent
34383,Not Dependent
34384,Not Dependent
34386,Extensively
34387,Not Dependent
34388,Not Dependent
34389,Not Dependent
34390,Somewhat
34391,Not Dependent
34392,Not Dependent
34393,Not Dependent
34394,Not Dependent
34395,Not Dependent
34396,Not Dependent
34397,Somewhat
34398,Not Dependent
34399,Not Dependent
34400,Not Dependent
34401,Not Dependent
34402,Not Dependent
34403,Moderately
34404,Not Dependent
34405,Not Dependent
34407,Not Dependent
34408,Not Dependent
34409,Not Dependent
34411,Not Dependent
34412,Not Dependent
34413,Not Dependent
34416,Not Dependent
34417,Not Dependent
34419,Not Dependent
34420,Not Dependent
34421,Not Dependent
34422,Not Dependent
34423,Not Dependent
34424,Not Dependent
34425,Not Dependent
34426,Not Dependent
34427,Not Dependent
34428,Not Dependent
34429,Not Dependent
34430,Not Dependent
34431,Not Dependent
34432,Not Dependent
34433,Not Dependent
34434,Not Dependent
34435,Not Dependent
34436,Not Dependent
34437,Not Dependent
34438,Not Dependent
34439,Not Dependent
34441,Not Dependent
34442,Not Dependent
34443,Not Dependent
34444,Somewhat
34445,Not Dependent
34447,Not Dependent
34448,Not Dependent
34449,Not Dependent
34450,Not Dependent
34452,Not Dependent
34453,Not Dependent
34454,Not Dependent
34455,Not Dependent
34456,Not Dependent
34457,Not Dependent
34458,Not Dependent
34459,Not Dependent
34460,Not Dependent
34462,Not Dependent
34463,Not Dependent
34465,Not Dependent
34466,Not Dependent
34467,Not Dependent
34468,Not Dependent
34469,Not Dependent
34470,Not Dependent
34471,Not Dependent
34472,Not Dependent
34473,Not Dependent
34474,Not Dependent
34475,Not Dependent
34476,Not Dependent
34477,Not Dependent
34478,Not Dependent
34479,Not Dependent
34480,Not Dependent
34481,Not Dependent
34482,Not Dependent
34483,Not Dependent
34484,Not Dependent
34485,Not Dependent
34486,Not Dependent
34487,Not Dependent
34488,Not Dependent
34489,Not Dependent
34491,Not Dependent
34492,Not Dependent
34494,Not Dependent
34495,Not Dependent
34496,Moderately
34497,Not Dependent
34498,Not Dependent
34501,Not Dependent
34503,Not Dependent
34504,Not Dependent
34505,Not Dependent
34507,Not Dependent
34508,Not Dependent
34512,Not Dependent
34513,Not Dependent
34514,Not Dependent
34516,Not Dependent
34517,Not Dependent
34518,Not Dependent
34519,Not Dependent
34520,Not Dependent
34521,Not Dependent
34522,Not Dependent
34523,Not Dependent
34524,Not Dependent
34525,Not Dependent
34527,Not Dependent
34528,Not Dependent
34529,Not Dependent
34531,Not Dependent
34533,Not Dependent
34534,Not Dependent
34535,Not Dependent
34537,Not Dependent
34538,Not Dependent
34539,Not Dependent
34540,Not Dependent
34541,Not Dependent
34542,Not Dependent
34543,Not Dependent
34544,Not Dependent
34545,Not Dependent
34546,Not Dependent
34547,Not Dependent
34548,Not Dependent
34549,Not Dependent
34550,Not Dependent
34551,Not Dependent
34552,Not Dependent
34553,Not Dependent
34555,Not Dependent
34557,Not Dependent
34558,Not Dependent
34559,Not Dependent
34560,Not Dependent
34561,Not Dependent
34562,Not Dependent
34563,Not Dependent
34564,Not Dependent
34566,Not Dependent
34567,Not Dependent
34568,Not Dependent
34569,Not Dependent
34571,Not Dependent
34572,Not Dependent
34573,Not Dependent
34574,Not Dependent
34575,Somewhat
34576,Not Dependent
34579,Not Dependent
34581,Not Dependent
34582,Not Dependent
34583,Not Dependent
34584,Not Dependent
34585,Not Dependent
34586,Not Dependent
34587,Not Dependent
34588,Not Dependent
34589,Not Dependent
34590,Not Dependent
34591,Moderately
34593,Extensively
34594,Not Dependent
34595,Not Dependent
34597,Extensively
34599,Not Dependent
34600,Not Dependent
34601,Not Dependent
34602,Not Dependent
34603,Not Dependent
34606,Not Dependent
34607,Not Dependent
34608,Not Dependent
34610,Not Dependent
34611,Not Dependent
34612,Not Dependent
34613,Not Dependent
34614,Not Dependent
34615,Not Dependent
34616,Not Dependent
34617,Not Dependent
34618,Moderately
34619,Moderately
34620,Not Dependent
34621,Not Dependent
34622,Not Dependent
34623,Not Dependent
34624,Not Dependent
34625,Not Dependent
34626,Not Dependent
34629,Somewhat
34630,Not Dependent
34631,Not Dependent
34632,Not Dependent
34633,Not Dependent
34634,Not Dependent
34635,Not Dependent
34636,Not Dependent
34637,Not Dependent
34639,Somewhat
34640,Not Dependent
34641,Not Dependent
34642,Not Dependent
34643,Not Dependent
34644,Not Dependent
34645,Not Dependent
34646,Not Dependent
34647,Not Dependent
34648,Not Dependent
34649,Not Dependent
34650,Not Dependent
34652,Extensively
34653,Not Dependent
34654,Not Dependent
34655,Not Dependent
34658,Not Dependent
34659,Extensively
34660,Not Dependent
34661,Not Dependent
34662,Not Dependent
34663,Not Dependent
34664,Not Dependent
34665,Not Dependent
34666,Not Dependent
34667,Not Dependent
34668,Moderately
34669,Not Dependent
