type,id,thumbnail,image,name,description,yearpublished,minplayers,maxplayers,poll,playingtime,minplaytime,maxplaytime,minage,link,statistics,marketplacelistings
boardgame,410,https://cf.geekdo-images.com/BmS-M3j6mtyNwStBfa3fKg__thumb/img/rakT_Qu1yYY6wHaXj0HWJuJWo6c=/fit-in/200x150/filters:strip_icc()/pic94850.jpg,https://cf.geekdo-images.com/BmS-M3j6mtyNwStBfa3fKg__original/img/_ml6_wXsKdSNtCgG3muXe3j7MoA=/0x0/filters:format(jpeg)/pic94850.jpg,,"The object of the game is to be the first to drive your car off the side of the table. A road which has as many lanes as contestants is constructed from a number of gray road tiles. Each turn, players select a card from 2 to 10, which is the number of spaces they're moving. After these are revealed remembering that players cannot duplicate a card played by someone previous, players move forward down the road. Each of the cards allows for a certain number of road tile placements from your supply, a number of maneuvers per turn, and the damage your current speed will inflict should you careen into another car. Additionally, a percent of the tiles have special actions associated with them, which give the car on them the ability to jump, or hit a semi-truck, or skid out of control, or just plain slow down 'cuz there's a Smokey comin' on his flipside... The game is over when a car reaches the edge of the table, which gives the game a variable ending. Plus if ever a group of cars pulls out to a six-space lead, then all trailing cars are eliminated.&#10;&#10;",,,,,,,,,,,
boardgame,412,https://cf.geekdo-images.com/syfw00p72bFn2lsmVv4whQ__thumb/img/Uvw_cDycU2SRIkvfSd1rGkc7YxE=/fit-in/200x150/filters:strip_icc()/pic1882905.jpg,https://cf.geekdo-images.com/syfw00p72bFn2lsmVv4whQ__original/img/RJewu45dnkFGK1XxLIsuuhT3UZE=/0x0/filters:format(jpeg)/pic1882905.jpg,,"In Yukon Company, you play a trader in Alaska who is buying goods at Dawson City and then taking them out to the prospectors at various creeks, and trying to make as much money as possible before the inevitable end of the gold rush.&#10;&#10;",,,,,,,,,,,
boardgame,413,https://cf.geekdo-images.com/sQN5S2X8do98LWpLQzLcnw__thumb/img/7VSuVv7YiZ14ipu2b6ErCSsPi-Q=/fit-in/200x150/filters:strip_icc()/pic6048060.jpg,https://cf.geekdo-images.com/sQN5S2X8do98LWpLQzLcnw__original/img/IjgSMfs2jDD6O_jfyinuYfR8E38=/0x0/filters:format(jpeg)/pic6048060.jpg,,"This is a reworking of an older Eon game known simply as Hoax.  The new additions include a new character as well as a point system to replace the all-or-nothing nature of accusations.  The basic idea is to pretend to be somebody you are not while working towards the goal of figuring out who other people are. Each player is assigned one of seven different characters -- each with its own unique abilities -- but can pretend to be any character and use its corresponding powers. Abilities are used to acquire three different types of goods, which can be spent to get clues to opponents' identities. If the majority of the other players think you're pretending to be a character that you're not, you must either admit that you are not that character (and permanently lose the use of its power), or reveal that you are and win the game.&#10;&#10;Is a re-implementation of:&#10;&#10;    Hoax&#10;&#10;&#10;",,,,,,,,,,,
boardgame,414,https://cf.geekdo-images.com/mXes1H5HlEcb0VRFObYcJQ__thumb/img/yUatX2NYK46nUosAvEyjdb9xjEo=/fit-in/200x150/filters:strip_icc()/pic664642.jpg,https://cf.geekdo-images.com/mXes1H5HlEcb0VRFObYcJQ__original/img/Yg9izfAjE1egtZOMq_qroPW3blM=/0x0/filters:format(jpeg)/pic664642.jpg,,"Around the World in 80 Days is a game that simulates the Jules Verne book with the same name. This game was published by Ravensburger and is not to be confused with other &quot;Around the World&quot; games with Verne connection. Especially not the Alga edition Jorden runt p&#195;&#165; 80 dagar that was published in the same year(!).&#10;&#10;Players start out in London and race around the world. By skillful use of cards, each player tries to be the first to get back to London.&#10;&#10;This is an action game without dice. Using cards representing different travel modes, players try to use as many of their cards as they can. Playing all of ones cards during a turn, allows one a bonus move.&#10;&#10;",,,,,,,,,,,
boardgame,415,https://cf.geekdo-images.com/IVeOg3_RsFTazajbbFRvng__thumb/img/dAOWW0WT_2LkOvbSSOE3PTmLa6I=/fit-in/200x150/filters:strip_icc()/pic27674.jpg,https://cf.geekdo-images.com/IVeOg3_RsFTazajbbFRvng__original/img/REbU3KWENuJ0FRqXNcRM0bvuF9w=/0x0/filters:format(jpeg)/pic27674.jpg,,"Espresso is essentially a multiplayer version of a standard solitaire or patience game played in real time, something like the traditional card game Racing Demons, although it has significant differences from that game.&#10;&#10;Each player has an identical set of 36 cards (9 each in 4 colors) from which a stack of 9 is randomly dealt as the &quot;espresso&quot; stack - this must be gotten rid of by playing to common stacks in the center of the table. These stacks must each be built up from 0 to 8 in a single color. Players have 3 other face-up cards to help them, and can turn over cards from the rest of their deck to provide further alternatives.&#10;&#10;",,,,,,,,,,,
boardgame,416,https://cf.geekdo-images.com/WEozFnlyFQw_zPncm_ELOw__thumb/img/M-2p8rhJkWBNO8qyvxp2nmjXgQU=/fit-in/200x150/filters:strip_icc()/pic127151.jpg,https://cf.geekdo-images.com/WEozFnlyFQw_zPncm_ELOw__original/img/3PDyLSjJDgwGNF8BXO43azhwUk4=/0x0/filters:format(jpeg)/pic127151.jpg,,"Each player receives a plastic board with 25 spaces on it labeled A to Z (with X and Y sharing a space). The playing board has spaces marked 15, 30, hand and 2. Each player takes a turn moving the single pawn around the board. Once you land on a space, another player draws a card (each with 6 categories on them), looks up your die roll on that card and reads the corresponding category. If you landed on a 15 or 30 you have that many seconds to think of as many words in that category as you can and for each word you can come up with, you cover the appropriate space on your plastic board with a chip. The aim is to be first to fill all 25.&#10;&#10;If you land on a hand, you get 15 seconds and choose another player. For every word you think of you can pull a chip off of their board that starts with the appropriate letter. If you land on the 2 space you can cover 2 spaces on your board for free (handy for Q and X, Y, Z).&#10;&#10;The timer is obnoxiously loud by intent (very distracting) and flips over very suddenly, scaring people who aren't used to it, to mark the end of the time limit.&#10;&#10;Basically, this is a very simple word enumerating party style game that's quick and easy to learn and frustrating for people with poor vocabularies or stalled minds.&#10;&#10;Many years ago, while still known as Nelospelit, Tactic already used the title Ord Mani for an earlier word game; these are different games, although some similarities do exist.&#10;&#10;",,,,,,,,,,,
boardgame,417,https://cf.geekdo-images.com/prpr7CSf1PKWg-x0RX4rMw__thumb/img/GZS137Qb0hwpALZj3UmcaWAHBeo=/fit-in/200x150/filters:strip_icc()/pic55577.jpg,https://cf.geekdo-images.com/prpr7CSf1PKWg-x0RX4rMw__original/img/PFnu9MuUyoe-dUkilefoUl89G04=/0x0/filters:format(jpeg)/pic55577.jpg,,"Mad professors test their experimental racing machines on the lab roof. Each player has a favorite machine, a set of movement cards for the racers and a secret score card. The score card shows the actual result you want to achieve, each player wanting the 4 cars to finish in a different order. The movement cards have 3 functions, showing number of spaces to move, or direction to move in, or 2 vehicles out of the 4 available that you could move. Start order changes each turn, the first player chooses one card of the three available, the next chooses a different type of card, the 3rd player the last type. The final player decides which car moves of the 2 cars that have been chosen as possible cars to move. The board also has random oil patches and hazards.&#10;&#10;",,,,,,,,,,,
boardgame,420,https://cf.geekdo-images.com/cKhELVLlWPp7FU4mOQx2SA__thumb/img/cQNPUgn6TM5RGdCKEdE4c0hDPp0=/fit-in/200x150/filters:strip_icc()/pic292230.jpg,https://cf.geekdo-images.com/cKhELVLlWPp7FU4mOQx2SA__original/img/hEtqk-JyDHjSTs3hUY_XBzzBaAQ=/0x0/filters:format(jpeg)/pic292230.jpg,,"Rail Baron is one of the earlier train games - boardgames with a railroad theme.&#10;&#10;Players move trains along historical USA railroad lines and collect delivery payoffs. They compete to purchase the railroads in order to assemble a network that gives access to important map destinations while simultaneously trying to prevent their opponents from doing so.&#10;&#10;From the Box (Avalon Hill Bookshelf Game)&#10;Only in America!&#10;&#10;You are living in the heyday of the locomotive. You are Jay Gould. And you have just added another railroad to your vast railroad empire. Flushed with success, you now retire to the sartorial splendor of your very own Pullman Palace Car. The dream ends. You awaken to reality with the thought... &quot;just another fantasy.&quot; Ahh, but for the grace of Avalon Hill, you dream continues.&#10;&#10;Here, in Rail Baron, you become a latter day Gould, or a Cornelius Vanderbilt, or any of those menacingly infamous moguls whose wizardry and acumen established the criteria for which business success was to be judged in decades to come.&#10;&#10;Rail Baron is played on a large board of the United States RR network. in fact, it comes in three separate boards. Laid end to end, it spell out America and portrays the 28 major rail lines and major cities they connected during the halcyon days of railroading.&#10;&#10;You start with $20,000 - and a train. You make money on trips from city to city. Pretty soon you've got enough money to build up your empire (you can buy the B&amp;O and C&amp;O for just $44,000). More holdings bring more money your way (track rental) from your opponents.&#10;&#10;With many new nuances of strategy, it becomes a game where fortunes see-saw until the last rail baron is bankrupt - or has accumulated the $200,000 needed to win.&#10;&#10;All of this may take 3 to 4 hours. But it's great fun for 3 to 6 people, ages 10 &amp; up.&#10;&#10;",,,,,,,,,,,
boardgame,421,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__thumb/img/v_GuoUgKbMTvzcRkTcH6aOH9wWs=/fit-in/200x150/filters:strip_icc()/pic882119.jpg,https://cf.geekdo-images.com/3EmD1SEI5fVpR4rbdkU0AA__original/img/M6qiL7ZNU_mjgZXHZjOrVxNamfU=/0x0/filters:format(jpeg)/pic882119.jpg,,"1830 is one of the most famous 18xx games. One of the things some gamers like about this game is that the game has no 'chance' element. That is to say, if players wished to play two games with the same moves, the outcome would be the same also.&#10;&#10;This game takes the basic mechanics from Tresham's 1829, and adds several new elements. Players are seeking to make the most money by buying and selling stock in various share companies located on eastern United States map. The stock manipulation aspect of the game is widely-regarded as one of the best. The board itself is actually a fairly abstract hexagonal system, with track tiles placed on top of the hexes. Plus each 18xx title adds new and different elements to the game. This game features private rail companies and an extremely vicious, 'robber baron' oriented stock market. A game is finished when the bank runs out of money or one player is forced to declare bankruptcy, and the player with the greatest personal holdings wins.&#10;&#10;The 2011 version of 1830 was published by Mayfair Games in partnership with Lookout Games of Germany. This publication was developed under license from Francis Tresham in co-operation with Bruce Shelley (the original 1830 developer). This version contains rules and components for Francis Tresham's original classic design, a faster-playing basic game, and new variants from some of the world's best railroad game developers.&#10;&#10;",,,,,,,,,,,
boardgame,422,https://cf.geekdo-images.com/7UvvhAg807X1ITyIRALfag__thumb/img/NTZKgBt3dziZXfygZoktzwmISII=/fit-in/200x150/filters:strip_icc()/pic202312.jpg,https://cf.geekdo-images.com/7UvvhAg807X1ITyIRALfag__original/img/1Vu52eKoaONv177opE7uJzwmqE8=/0x0/filters:format(jpeg)/pic202312.jpg,,"This 18xx game takes the basic mechanics from Tresham's 1829 and adds several new elements.  Players seek to make the most money by buying and selling stock in various rail companies located on a German map. The board itself is actually a fairly abstract hexagonal system, with track tiles placed on top of the hexes.  Players buy and sell stock in various share companies, whose actions are controlled by the majority stockholder.  The stock manipulation aspect of the game is not as brutal as in 1830.  Plus each 18xx title adds new and different elements to the game.&#10;&#10;This game features minor rail companies, layered stock offerings, and the formation of the Prussian railroad from the minor companies. A game is finished when the bank runs out of money, and the player with the greatest personal holdings wins.&#10;&#10;",,,,,,,,,,,
boardgame,423,https://cf.geekdo-images.com/zqZhLWMGNSHmWtRTWHEKYQ__thumb/img/KBxyJcHzMCCUQ5JaVQaFjeE35A8=/fit-in/200x150/filters:strip_icc()/pic159311.jpg,https://cf.geekdo-images.com/zqZhLWMGNSHmWtRTWHEKYQ__original/img/73fmUuEnpamo0BpxdvoSTJ-eFKM=/0x0/filters:format(jpeg)/pic159311.jpg,,"This 18xx game takes the basic mechanics from Tresham's 1829, and adds several new elements. Players seek to make the most money by buying and selling stock in various rail companies located on an map of eastern Canada. The board itself is actually a fairly abstract hexagonal system, with track tiles placed on top of the hexes. Players buy and sell stock in various share companies, whose actions are controlled by the majority stockholder. The stock manipulation aspect of the game is widely-regarded as one of the best. Plus each 18xx title adds new and different elements to the game.&#10;&#10;This game features the formation of the Canadian Government Railroad, and government loans as well as major obstacles for railroad growth. A game is finished when the bank runs out of money or one player goes bankrupt, and the player with the greatest personal holdings wins.&#10;&#10;",,,,,,,,,,,
boardgame,424,https://cf.geekdo-images.com/vsbzlxw-DEe4wEBcT3z_ng__thumb/img/zYmSM5jxBNemVkyWvvkKFMAOIro=/fit-in/200x150/filters:strip_icc()/pic159312.jpg,https://cf.geekdo-images.com/vsbzlxw-DEe4wEBcT3z_ng__original/img/AjBrx79872KueKfg7QG4VRjhiyU=/0x0/filters:format(jpeg)/pic159312.jpg,,"This 18xx game takes the basic mechanics from Tresham's 1829, and adds several new elements. Players seek to make the most money by buying and selling stock in various rail companies located on a map of central United States. The board itself is actually a fairly abstract hexagonal system, with track tiles placed on top of the hexes. Players buy and sell stock in various share companies, whose actions are controlled by the majority stockholder. The stock manipulation aspect of the game is widely-regarded as one of the best.  Plus each 18xx title adds new and different elements to the game.&#10;&#10;This game features private companies with special money-making capabilities and sizeable map which encourages most (if not all) share companies to become profitable.  A game is finished when the bank runs out of money, and the player with the greatest personal holdings wins.&#10;&#10;",,,,,,,,,,,
boardgame,425,https://cf.geekdo-images.com/GS8yXuAtoENWPBhbhs_sBA__thumb/img/gf4LHPqjvUOOq_VrQzN95fXKBtw=/fit-in/200x150/filters:strip_icc()/pic82172.jpg,https://cf.geekdo-images.com/GS8yXuAtoENWPBhbhs_sBA__original/img/g7EPkhW0ZvZ9M1ZRWj42fy_JA5U=/0x0/filters:format(jpeg)/pic82172.jpg,,"From the website&#10;Thunder's Edge is a science-fiction board game of politics, strategy and giant mecha for two to five players. Each player controls one of Earth's factions, each of which is trying to exert power over the planet Thunder's Edge. To win, players must gain the support of important lobby groups within the government, hold key locations on Thunder's Edge by military force, and fight for control of vital off-world locations.&#10;&#10;from review by Nickjost:&#10;Play begins by setting up the board. The board is composed of hexes a la Settlers of Catan. These hexes are dealt out to the players who may look at them and then deploy them face down one at a time. The players then receive an initial allotment of money. They may spend this money to purchase units for the initial planet-fall. Any money that isn't spent is doubled. Opening strategies are based on buying enough infantry to hold any cities that you can know of (from the hexes dealt) and deploying those infantry to guard those cities.&#10;&#10;There are also several other components. First, is the tension track. This is essentially a turn marker. Once the tension track is exhausted the game ends. There are also a few off-world locations that provide special bonuses. Military units also make use of the transit and orbit boards. Units in &quot;transit&quot; are moved to &quot;orbit&quot;. Units in &quot;orbit&quot; can be deployed to the board. This introduces a minimum one turn delay from when an item is purchased to when it can be deployed.&#10;&#10;Expanded by:&#10;&#10;    Thunder's Edge: Demon Canyon&#10;&#10;&#10;",,,,,,,,,,,
boardgame,426,https://cf.geekdo-images.com/TBQyIGo5RPWgIExDtQXs_w__thumb/img/FQKtGSqETcmR_G40vYGScK5IiMg=/fit-in/200x150/filters:strip_icc()/pic771975.jpg,https://cf.geekdo-images.com/TBQyIGo5RPWgIExDtQXs_w__original/img/BiM-HfsKSJ4aW7RKRahElwpK5Hc=/0x0/filters:format(jpeg)/pic771975.jpg,,The Battle of the Bulge is an historically correct re-creation of the famous World War II campaign of the same name.  The 101st Airborne Division is hopelessly encircled at Bastogne. The German commander demands surrender. General Anthony McAuliffe replies to the demand with one simple word &quot;Nuts!&quot;.&#10;&#10;The game's scale is 3.2 km (2 miles) per hex; 12 hours per turn. Units are regiments and brigades. 377 Counters (including blanks)&#10;&#10;,,,,,,,,,,,
boardgame,427,https://cf.geekdo-images.com/udaDGwpHHUmLOM1XAlUY7Q__thumb/img/18GPtA-iNNqXrbQ_O5xxFXDVq2k=/fit-in/200x150/filters:strip_icc()/pic264444.jpg,https://cf.geekdo-images.com/udaDGwpHHUmLOM1XAlUY7Q__original/img/6w23Cjj7AUih4v3MgLvKdxR2qek=/0x0/filters:format(jpeg)/pic264444.jpg,,"Regarded as a distant cousin of the French card game, Mille Bornes, this card game casts the players as dope dealers looking to make a quick buck or two selling pot.  Players seek to add 'drug deal' cards of varied monetary values to their stash, but others can attempt to interfere on their turn.  When one player has squirreled away $250,000, he is declared the winner.&#10;&#10;Re-implements:&#10;&#10;    Mille Bornes&#10;&#10;&#10;",,,,,,,,,,,
boardgame,428,https://cf.geekdo-images.com/xZtEAoqtr7eSe0h4vt01dQ__thumb/img/RHpictPboMV8hQ6aL_BsZt8G5Jw=/fit-in/200x150/filters:strip_icc()/pic704737.jpg,https://cf.geekdo-images.com/xZtEAoqtr7eSe0h4vt01dQ__original/img/Cw_TTzhMGJg5DnL-CDhvJ8LKFLI=/0x0/filters:format(jpeg)/pic704737.jpg,,"While ostensibly a racing game - a &quot;racing your sedan chair around the gardens of Versailles&quot; game, no less - the heart of Galopp Royal is the auction rounds that precedes each race: a jumble of bluffing, bidding &amp; wild swings of luck.&#10;&#10;",,,,,,,,,,,
boardgame,429,https://cf.geekdo-images.com/A5cNciEaY6_mNNZXKNJ7Mg__thumb/img/AtVYoGtzgEEJMuoNBtlp0EiLqNI=/fit-in/200x150/filters:strip_icc()/pic283153.jpg,https://cf.geekdo-images.com/A5cNciEaY6_mNNZXKNJ7Mg__original/img/LabVpW2Tpa6Fgp74OZpis5h0Sik=/0x0/filters:format(jpeg)/pic283153.jpg,,"Rivalry between wizards. The players become the wizards who travel through the mysterious forest of Magalon in search of the magic items which will allow them admission to the prestigious &quot;Council of 11&quot;. They have to collect 3 magical items - the Amulet of Power, the Stone of Wisdom and the Ring of Immortality. Whoever possesses these 3 objects will be admitted to the Council.&#10;&#10;The aim of each player is to be the first to return to the entrance of the forest with their wizard (the arrival and departure squares) after having collected the necessary 3 items.&#10;&#10;",,,,,,,,,,,
boardgame,430,https://cf.geekdo-images.com/Euydt8qSU8G9uM3YP_5Mwg__thumb/img/1tBA8rDLWwFcKCX9FfKVoTbYu8M=/fit-in/200x150/filters:strip_icc()/pic249626.jpg,https://cf.geekdo-images.com/Euydt8qSU8G9uM3YP_5Mwg__original/img/5kj5GcdcUvBmAYk8AQ8RiRkiM64=/0x0/filters:format(jpeg)/pic249626.jpg,,"The year is 50 B.C. Gaul is entirely occupied by the Romans. Well, not entirely... A simple card game themed on the famous comic graphic novels, with indomitable Gauls bashing unfortunate Romans. Players have a set of cards (Asterix, Obelix, Getafix, Cacofonix &amp; Vitalstatistix) numbered 1 to 10, each card having a different combination of 1-4 magic potions to act as a tie-break. A deck of 55 Roman soldiers, ranging from the cook to Crismus Bonus &amp; Julius himself, are competed for in turn. A scoring card is shown, players select their Gaul cards and show them together, highest wins the Roman and discards their winning card. The other players return their cards to their hands to fight again. There are also Pirate cards which reduce your winnings and Dogmatix cards which allow the players to draw from the deck and either keep the card themselves or pass it onto another player. The rank of the Roman increases your score, but combinations of the same rank are worth much more.&#10;&#10;Re-implemented by:&#10;&#10;    The Gnumies &#10;&#10;&#10;",,,,,,,,,,,
boardgame,431,https://cf.geekdo-images.com/0sIAdfhWnYkF6SjU6_BPfw__thumb/img/wm7wr8pyt1q_U0iHhQNfWlYF6M8=/fit-in/200x150/filters:strip_icc()/pic1102461.jpg,https://cf.geekdo-images.com/0sIAdfhWnYkF6SjU6_BPfw__original/img/Ln3mILAxCGThvC4MgURvz5sZCjs=/0x0/filters:format(jpeg)/pic1102461.jpg,,"Alhambra: The Card Game is a game that both inspired and was named after the more popular, award-winning game and franchise, Alhambra.&#10;&#10;This game has been released in several different versions, with the same core rules but different themes. The 2010 release of the game re-themed what was then called Stimmt So! to Alhambra: The Card Game, after the popular Game: Alhambra franchise and related, award-winning game Alhambra.  Alhambra, is itself derived from Stimmt So!. The original version of the game, Al Capone, was published in 1992 by a self-publishing company, db-Spiele, which was owned by the game designer Dirk Henn.&#10;&#10;The re-theming of Stimmt So! and Alhambra: The Card Game resulted in the same game with different themes and only minor differences. Changes between Stimmt So! to Alhambra: The Card Game include:&#10;1) The initial money rules from Alhambra are used.&#10;2) The 2 player variant rules from Alhambra are used.&#10;&#10;Stimmt So! A description of this version:&#10;Using mechanics similar to Union Pacific or its predecessor, Airlines, this game is about acquiring stock interests in the various aspects of a large corporation.  There are six &#10;different types of stock, which will reward the majority and sometimes the minority stockholders throughout the game.  Stock is made available by drawing cards on a four-card queue.  Each of the positions on the queue is a different stock market, which means there are four different currencies (Dollar, Euro, Ruble, Yen).  The currency cards are drawn from another queue on the same board.  A turn is quite simple - either take one of the four available currency cards or use some of your currency cards to purchase one of the available stocks.  If you pay more than the amount indicated on the stock card, the excess is lost.  However, if you purchase the stock for the exact printed price, then you can buy another stock, and so on.  After two randomly distributed payouts, the game ends with a final payout with the final stock card.  The player with the highest payout point total is the winner.&#10;&#10;Al Capone  A description of this version:&#10;Using Influence cards, you collect Trade cards from different areas of town under the Mafia control, giving you control over the Distillery, the Chinese Laundry, the Betting Shop, etc. If you spend the exact amount of Influence required, you get another turn, and so on. Scoring occurs randomly twice during the game and at the end. When the first scoring occurs, only the majority holder in each Trade scores. When the second scoring occurs, the first and second majority holders score, and at the final scoring, the first three majority holders score. Ties are split accordingly.&#10;&#10;Other versions/re-themes:&#10;Alhambra Bonn card game is Alhambra the card game with the Bonn theme. Originally as a limited run for Bonn, Germany and surrounding areas. There is also a Alhambra New York card game which is currently out of print, as well as an Alhambra Nederland card game. The re-themes are collectors items that people like to collect.&#10;&#10;Player Counts:&#10;Earlier versions typically had a player count of 3-6 players while more recent versions, such as New York, is listed as 2-6 players.&#10;&#10;",,,,,,,,,,,
boardgame,432,https://cf.geekdo-images.com/fejfmCLX0kSSKppT5iv_Pg__thumb/img/dWcwk0P0dT5AujK4CiYP_A2d93A=/fit-in/200x150/filters:strip_icc()/pic7649146.jpg,https://cf.geekdo-images.com/fejfmCLX0kSSKppT5iv_Pg__original/img/E982nMiCQhBmIqyP7BiKITx-om4=/0x0/filters:format(jpeg)/pic7649146.jpg,,"In 6 nimmt!, a.k.a. Category 5 and many other names, you want to score as few points as possible.&#10;&#10;To play the game, you shuffle the 104 number cards, lay out four cards face-up to start the four rows, then deal ten cards to each player. Each turn, players simultaneously choose and reveal a card from their hand, then add the cards to the rows, with cards being placed in ascending order based on their number; specifically, each card is placed in the row that ends with the highest number that's below the card's number. When the sixth card is placed in a row, the owner of that card claims the other five cards and the sixth card becomes the first card in a new row.&#10;&#10;In addition to a number from 1 to 104, each card has a point value. After finishing ten rounds, players tally their score and see whether the game ends. (Category 5 ends when a player has a score greater than 74, for example, while 6 nimmt! ends when someone tops 66.) When this happens, the player with the fewest points wins!&#10;&#10;6 nimmt! works with 2-10 players, and the dynamics of gameplay change the more players that you have. One variant for the game has you use 34 cards, 44 cards, 54 cards, etc. (instead of all 104 cards) when you have three, four, five, etc. number of players. This change allows you to know which cards are in play, thereby allowing you to track which cards have been played and (theoretically) make better choices as to which card to play when.&#10;&#10;",,,,,,,,,,,
boardgame,433,https://cf.geekdo-images.com/wU-CelFCsMaOrhWwAiny0g__thumb/img/yBv4f9_eXfmfuh6bFTGT_QTQOao=/fit-in/200x150/filters:strip_icc()/pic6985693.jpg,https://cf.geekdo-images.com/wU-CelFCsMaOrhWwAiny0g__original/img/gjJVZP30YNCeFmPxxpZyTkBS85g=/0x0/filters:format(jpeg)/pic6985693.jpg,,"Shark is a stock-trading game slightly reminiscent of Acquire in that abstract play on the game board determines the share values of the various companies.  The similarities end there, though, as Shark is more free-wheeling than Acquire.&#10;&#10;At the start of your turn, you can buy shares (up to five) and sell shares (as many as you want), then you roll dice to determine which of the four company markers you place on the board and in which region. A company marker on its own doesn't contribute to the value of a company; only groups of at least two markers count, so groups of 5, 4, 1, and 1 markers would create a value of $9,000 for each of that company's shares. If you place a marker that combines those two lone markers, then you'd have groups of 5, 4, and 3, so the share price would shoot to $12,000. If you placed that marker on its own, the share price wouldn't change. When you place a marker, you gain money equal to that company's new share price, so you have an incentive to boost a company's size &mdash; but all players receive funds equal to the difference between the old share price and new for each share they hold, so are you enriching them more than yourself?&#10;&#10;Of course, you can also place a marker to tank a company's share price. When a company's group expands to touch a smaller group, that smaller group is removed from the board, lowering the value of that company's shares (as long as the group had at least two markers) and costing everyone money equal to the loss in value. (Groups of equal size cannot touch, and you cannot place a marker to force a smaller group to touch a larger one.) To end your turn, you can again sell as many shares as you want and buy shares up to the per-turn limit of five.&#10;&#10;Removed markers are banished from the game, not returned to the supply. Once all of a company's markers have been used, or a company's share price reaches $15,000, or all of the shares have been sold, the game ends, and players cash out all their shares to see who has the most money.&#10;&#10;",,,,,,,,,,,
boardgame,434,https://cf.geekdo-images.com/-E68f63tPubyv-cb04l5OQ__thumb/img/PsyEjJfTR_sxINIQWrGcl7aszKc=/fit-in/200x150/filters:strip_icc()/pic1948722.jpg,https://cf.geekdo-images.com/-E68f63tPubyv-cb04l5OQ__original/img/6riA7loIrkyh0Pbt8AZlbx9LyIU=/0x0/filters:format(jpeg)/pic1948722.jpg,,"Simple movement game themed on Mayan graphics. Players have 7 cards (numbered 1-5 and 2 actions) and leapfrog their stone down the track. There are initial stones laid on the track and you collect them as you pass. According to their color, you throw stones away at the end, most stones left wins. The game has different variants of the initial layout.&#10;&#10;Online Play&#10;&#10;&#10;     Yucata (turn-based)&#10;&#10;&#10;",,,,,,,,,,,
boardgame,436,https://cf.geekdo-images.com/--ft4w4hRnsbSUqhEvB5VA__thumb/img/mSHFCm80JFwYqw6HjNQSOd3YVeI=/fit-in/200x150/filters:strip_icc()/pic70466.jpg,https://cf.geekdo-images.com/--ft4w4hRnsbSUqhEvB5VA__original/img/Y50BdXA9OSr1ZNb5ld8TzZQlDQE=/0x0/filters:format(jpeg)/pic70466.jpg,,"Canyon is a trick-taking game in which players try to predict exactly how many tricks they will take.  The number of cards in a hand increases and then decreases in size.  A correct prediction gives your marker movement points around a scoring track depicted on a river in a canyon, whose main feature of interest is a section of &quot;rapids&quot; near the finish line where your marker will be &quot;caught in the current&quot; and sent back a few spaces if you go too many hands without a correct prediction.&#10;&#10;Re-implements:&#10;&#10;    Bid & Bluff&#10;&#10;&#10;Expanded by:&#10;&#10;    Grand Canyon&#10;&#10;&#10;",,,,,,,,,,,
boardgame,437,https://cf.geekdo-images.com/aO1Yr8UG_2EsWh3s2WoF4g__thumb/img/prJQcEQh1ytDT5UVLiilzqWdr8M=/fit-in/200x150/filters:strip_icc()/pic2888783.jpg,https://cf.geekdo-images.com/aO1Yr8UG_2EsWh3s2WoF4g__original/img/UX6fkyg90dLUn0OY5GjTt1ejdfU=/0x0/filters:format(jpeg)/pic2888783.jpg,,"This earlier Master Labyrinth is very different than the 2007 dragon-themed Master Labyrinth.&#10;&#10;Part of the Ravensburger Labyrinth Games series, this game is based on the simpler, original Labyrinth game. It is played on a board with maze tiles (straight, L, and T shaped corridors) randomly arranged on it.  Players are represented on the board by little wizard pawns.  Players are wizards-in-training, and they are charged with exploring the maze and finding all the ingredients (numbered chips) needed to become a Wizard.  The trick is that chips must be claimed in numerical order.  Perhaps the most novel aspect of this game is that players mutate the maze by sliding a tile onto the board from the side, which hopefully will enable them to travel to the next ingredient.  Once all twenty-one items have been claimed, the highest total score wins, but each player also holds a secret recipe worth bonus points if they were able to capture three specific ingredients.&#10;&#10;",,,,,,,,,,,
boardgame,438,https://cf.geekdo-images.com/NbHZjHmQcA5_TenhVJtJ3w__thumb/img/BfD9cR1-u_qNUNNZ2i4Bg8XKYhg=/fit-in/200x150/filters:strip_icc()/pic4527702.jpg,https://cf.geekdo-images.com/NbHZjHmQcA5_TenhVJtJ3w__original/img/qFCcZlvle2mEEI9NuK6mVra7JNY=/0x0/filters:format(jpeg)/pic4527702.jpg,,"In Scotland Yard, one of the players takes on the role of Mr. X. His job is to move from point to point around the map of London taking taxis, buses or subways. The detectives &ndash; that is, the remaining players acting in concert &ndash; move around similarly in an effort to move into the same space as Mr. X. But while the criminal's mode of transportation is nearly always known, his exact location is only known intermittently throughout the game.&#10;&#10;The 125 fare tickets are 5 black, 23 pink underground, 43 green bus,  54 yellow taxi.&#10;&#10;Similar to&#10;&#10;    The Fury of Dracula&#10;    Clue: The Great Museum Caper&#10;    Ghost Chase&#10;    Letters from Whitechapel&#10;    Garibaldi: The Escape&#10;&#10;&#10;",,,,,,,,,,,
